-3.0	0.0	1.8
-2.9916	-0.081	1.8
-2.9916	0.081	1.8
-2.98945	0.0	1.666162
-2.985	0.0	1.92195
-2.985	0.0	1.92195
-2.981175	-0.081	1.667844
-2.981175	0.081	1.667844
-2.976687	-0.081	1.920243
-2.976687	0.081	1.920243
-2.9688	-0.144	1.8
-2.9688	0.144	1.8
-2.958713	-0.144	1.672406
-2.958713	0.144	1.672406
-2.9576	0.0	1.5348
-2.9576	0.0	1.5348
-2.954122	-0.144	1.915609
-2.954122	0.144	1.915609
-2.949693	-0.081	1.53779
-2.949693	0.081	1.53779
-2.94	0.0	2.0196
-2.9352	-0.189	1.8
-2.9352	0.189	1.8
-2.931958	0.081	2.016526
-2.931958	-0.081	2.016526
-2.92823	-0.144	1.545907
-2.92823	0.144	1.545907
-2.925611	-0.189	1.679131
-2.925611	0.189	1.679131
-2.92087	-0.189	1.908779
-2.92087	0.189	1.908779
-2.910131	-0.144	2.008181
-2.910131	0.144	2.008181
-2.90415	0.0	1.406137
-2.90415	0.0	1.406137
-2.896846	0.081	1.410135
-2.896846	-0.081	1.410135
-2.896602	-0.189	1.557869
-2.896602	0.189	1.557869
-2.8944	-0.216	1.8
-2.8944	0.216	1.8
-2.885416	-0.216	1.687296
-2.885416	0.216	1.687296
-2.880491	-0.216	1.900487
-2.880491	0.216	1.900487
-2.877965	-0.189	1.995883
-2.877965	0.189	1.995883
-2.877022	-0.144	1.420985
-2.877022	0.144	1.420985
-2.865	0.0	2.09565
-2.858195	0.216	1.572394
-2.858195	-0.216	1.572394
-2.857432	-0.081	2.091511
-2.857432	0.081	2.091511
-2.85	-0.225	1.8
-2.85	0.225	1.8
-2.847806	0.189	1.436974
-2.847806	-0.189	1.436974
-2.841675	0.225	1.696181
-2.841675	-0.225	1.696181
-2.838906	-0.216	1.98095
-2.838906	0.216	1.98095
-2.836889	-0.144	2.080276
-2.836889	0.144	2.080276
-2.83655	-0.225	1.891463
-2.83655	0.225	1.891463
-2.8288	0.0	1.2804
-2.822326	-0.081	1.285171
-2.822326	0.081	1.285171
-2.8164	-0.225	1.5882
-2.8164	0.225	1.5882
-2.812331	0.216	1.45639
-2.812331	-0.216	1.45639
-2.806615	-0.189	2.06372
-2.806615	0.189	2.06372
-2.8056	-0.216	1.8
-2.8056	0.216	1.8
-2.804755	-0.144	1.298122
-2.804755	0.144	1.298122
-2.797934	-0.216	1.705067
-2.797934	0.216	1.705067
-2.7964	0.225	1.9647
-2.7964	-0.225	1.9647
-2.792609	-0.216	1.882438
-2.792609	0.216	1.882438
-2.778861	-0.189	1.317206
-2.778861	0.189	1.317206
-2.774605	0.216	1.604006
-2.774605	-0.216	1.604006
-2.773725	0.225	1.477519
-2.773725	-0.225	1.477519
-2.769854	-0.216	2.043616
-2.769854	0.216	2.043616
-2.7648	-0.189	1.8
-2.7648	0.189	1.8
-2.76	0.0	2.1528
-2.76	0.0	2.1528
-2.757739	-0.189	1.713232
-2.757739	0.189	1.713232
-2.753894	-0.216	1.94845
-2.753894	0.216	1.94845
-2.753123	-0.081	2.147861
-2.753123	0.081	2.147861
-2.75223	-0.189	1.874146
-2.75223	0.189	1.874146
-2.747418	-0.216	1.340381
-2.747418	0.216	1.340381
-2.736198	-0.189	1.618531
-2.736198	0.189	1.618531
-2.735119	0.216	1.498648
-2.735119	-0.216	1.498648
-2.734458	-0.144	2.134454
-2.734458	0.144	2.134454
-2.73125	0.0	1.157813
-2.73125	0.0	1.157813
-2.7312	-0.144	1.8
-2.7312	0.144	1.8
-2.72985	-0.225	2.021737
-2.72985	0.225	2.021737
-2.725825	0.081	1.163194
-2.725825	-0.081	1.163194
-2.724637	-0.144	1.719956
-2.724637	0.144	1.719956
-2.718978	-0.144	1.867316
-2.718978	0.144	1.867316
-2.714835	-0.189	1.933517
-2.714835	0.189	1.933517
-2.7132	-0.225	1.3656
-2.7132	0.225	1.3656
-2.7111	-0.144	1.1778
-2.7111	0.144	1.1778
-2.7084	-0.081	1.8
-2.7084	0.081	1.8
-2.70695	-0.189	2.114698
-2.70695	0.189	2.114698
-2.70457	-0.144	1.630493
-2.70457	0.144	1.630493
-2.702175	-0.081	1.724519
-2.702175	0.081	1.724519
-2.7	0.0	1.8
-2.699644	0.189	1.518063
-2.699644	-0.189	1.518063
-2.696413	-0.081	1.862682
-2.696413	0.081	1.862682
-2.6939	0.0	1.7262
-2.689846	-0.216	1.999859
-2.689846	0.216	1.999859
-2.6894	-0.189	1.199325
-2.6894	0.189	1.199325
-2.6881	0.0	1.860975
-2.6881	0.0	1.860975
-2.683107	-0.081	1.63861
-2.683107	0.081	1.63861
-2.682669	-0.144	1.921219
-2.682669	0.144	1.921219
-2.678982	-0.216	1.390819
-2.678982	0.216	1.390819
-2.6752	0.0	1.6416
-2.6752	0.0	1.6416
-2.673549	-0.216	2.090707
-2.673549	0.216	2.090707
-2.670428	-0.144	1.534053
-2.670428	0.144	1.534053
-2.66305	-0.216	1.225463
-2.66305	0.216	1.225463
-2.660842	0.081	1.912874
-2.660842	-0.081	1.912874
-2.653085	-0.189	1.979755
-2.653085	0.189	1.979755
-2.6528	0.0	1.9098
-2.6528	0.0	1.9098
-2.650604	0.081	1.544903
-2.650604	-0.081	1.544903
-2.647539	-0.189	1.413994
-2.647539	0.189	1.413994
-2.6433	0.0	1.5489
-2.6372	-0.225	2.0646
-2.6372	0.225	2.0646
-2.634375	0.225	1.253906
-2.634375	-0.225	1.253906
-2.625	0.0	2.19375
-2.622811	-0.144	1.963199
-2.622811	0.144	1.963199
-2.621645	-0.144	1.433078
-2.621645	0.144	1.433078
-2.61905	-0.081	2.188238
-2.61905	0.081	2.188238
-2.6112	0.0	1.0386
-2.6112	0.0	1.0386
-2.607034	0.081	1.044497
-2.607034	-0.081	1.044497
-2.6057	-0.216	1.28235
-2.6057	0.216	1.28235
-2.604074	-0.081	1.446029
-2.604074	0.081	1.446029
-2.6029	-0.144	2.173275
-2.6029	0.144	2.173275
-2.602268	-0.081	1.951964
-2.602268	0.081	1.951964
-2.600851	-0.216	2.038493
-2.600851	0.216	2.038493
-2.5976	0.0	1.4508
-2.595725	-0.144	1.060502
-2.595725	0.144	1.060502
-2.5947	0.0	1.947825
-2.57935	-0.189	1.308488
-2.57935	0.189	1.308488
-2.5791	-0.189	2.151225
-2.5791	0.189	2.151225
-2.579059	-0.189	1.08409
-2.579059	0.189	1.08409
-2.56745	-0.189	2.014502
-2.56745	0.189	2.014502
-2.558822	0.216	1.112731
-2.558822	-0.216	1.112731
-2.55765	-0.144	1.330013
-2.55765	0.144	1.330013
-2.5502	-0.216	2.12445
-2.5502	0.216	2.12445
-2.542925	0.081	1.344619
-2.542925	-0.081	1.344619
-2.539942	-0.144	1.994746
-2.539942	0.144	1.994746
-2.5375	0.0	1.35
-2.5375	0.0	1.35
-2.5368	0.225	1.1439
-2.5368	-0.225	1.1439
-2.521277	-0.081	1.981339
-2.521277	0.081	1.981339
-2.51875	-0.225	2.095312
-2.51875	0.225	2.095312
-2.514778	0.216	1.175069
-2.514778	-0.216	1.175069
-2.5144	0.0	1.9764
-2.5144	0.0	1.9764
-2.494541	-0.189	1.20371
-2.494541	0.189	1.20371
-2.4873	-0.216	2.066175
-2.4873	0.216	2.066175
-2.477875	-0.144	1.227298
-2.477875	0.144	1.227298
-2.46835	0.0	0.922987
-2.466566	0.081	1.243303
-2.466566	-0.081	1.243303
-2.465644	-0.081	0.929375
-2.465644	0.081	0.929375
-2.4624	0.0	1.2492
-2.4624	0.0	1.2492
-2.46	0.0	2.2212
-2.46	0.0	2.2212
-2.4584	-0.189	2.0394
-2.4584	0.189	2.0394
-2.458298	-0.144	0.946711
-2.458298	0.144	0.946711
-2.455229	-0.081	2.215303
-2.455229	0.081	2.215303
-2.447474	0.189	0.97226
-2.447474	-0.189	0.97226
-2.442278	-0.144	2.199298
-2.442278	0.144	2.199298
-2.4346	-0.144	2.01735
-2.4346	0.144	2.01735
-2.434329	-0.216	1.003283
-2.434329	0.216	1.003283
-2.423194	-0.189	2.17571
-2.423194	0.189	2.17571
-2.420025	-0.225	1.037044
-2.420025	0.225	1.037044
-2.41845	-0.081	2.002387
-2.41845	0.081	2.002388
-2.4125	0.0	1.996875
-2.4125	0.0	1.996875
-2.405721	-0.216	1.070804
-2.405721	0.216	1.070804
-2.400019	-0.216	2.147069
-2.400019	0.216	2.147069
-2.392576	-0.189	1.101828
-2.392576	0.189	1.101828
-2.381752	-0.144	1.127376
-2.381752	0.144	1.127376
-2.3748	-0.225	2.1159
-2.3748	0.225	2.1159
-2.374406	0.081	1.144713
-2.374406	-0.081	1.144713
-2.3717	0.0	1.1511
-2.349581	-0.216	2.084731
-2.349581	0.216	2.084731
-2.326406	-0.189	2.05609
-2.326406	0.189	2.05609
-2.307322	-0.144	2.032502
-2.307322	0.144	2.032502
-2.3024	0.0	0.8112
-2.3024	0.0	0.8112
-2.301347	0.081	0.818122
-2.301347	-0.081	0.818122
-2.29849	0.144	0.836909
-2.29849	-0.144	0.836909
-2.294371	-0.081	2.016497
-2.294371	0.081	2.016497
-2.294278	0.189	0.864595
-2.294278	-0.189	0.864595
-2.2896	0.0	2.0106
-2.2896	0.0	2.0106
-2.289165	0.216	0.898214
-2.289165	-0.216	0.898214
-2.2836	0.225	0.9348
-2.2836	-0.225	0.9348
-2.278035	0.216	0.971386
-2.278035	-0.216	0.971386
-2.272922	0.189	1.005005
-2.272922	-0.189	1.005005
-2.26871	-0.144	1.032691
-2.26871	0.144	1.032691
-2.265853	0.081	1.051478
-2.265853	-0.081	1.051478
-2.265	0.0	2.23785
-2.2648	0.0	1.0584
-2.2648	0.0	1.0584
-2.261676	-0.081	2.23172
-2.261676	0.081	2.23172
-2.252655	-0.144	2.215082
-2.252655	0.144	2.215082
-2.239361	-0.189	2.190562
-2.239361	0.189	2.190562
-2.223218	-0.216	2.160788
-2.223218	0.216	2.160788
-2.20565	0.225	2.128387
-2.20565	-0.225	2.128388
-2.188082	-0.216	2.095987
-2.188082	0.216	2.095987
-2.171939	-0.189	2.066213
-2.171939	0.189	2.066213
-2.158645	-0.144	2.041693
-2.158645	0.144	2.041693
-2.149624	-0.081	2.025055
-2.149624	0.081	2.025055
-2.1463	0.0	2.018925
-2.1411	0.0	0.9738
-2.1411	0.0	0.9738
-2.140315	0.081	0.966231
-2.140315	-0.081	0.966231
-2.138183	0.144	0.945685
-2.138183	-0.144	0.945685
-2.135041	0.189	0.915407
-2.135041	-0.189	0.915407
-2.131226	0.216	0.878641
-2.131226	-0.216	0.878641
-2.127075	0.225	0.838631
-2.127075	-0.225	0.838631
-2.122924	0.216	0.798621
-2.122924	-0.216	0.798621
-2.119109	0.189	0.761855
-2.119109	-0.189	0.761855
-2.115967	0.144	0.731578
-2.115967	-0.144	0.731578
-2.113835	0.081	0.711032
-2.113835	-0.081	0.711032
-2.11305	0.0	0.703463
-2.11305	0.0	0.703463
-2.04	0.0	2.2464
-2.04	0.0	2.2464
-2.03841	-0.081	2.24015
-2.03841	0.081	2.24015
-2.034093	-0.144	2.223187
-2.034093	0.144	2.223187
-2.027731	-0.189	2.198189
-2.027731	0.189	2.198189
-2.020006	0.216	2.167834
-2.020006	-0.216	2.167834
-2.0116	0.225	2.1348
-2.0116	-0.225	2.1348
-2.003194	0.216	2.101766
-2.003194	-0.216	2.101766
-2.0	0.0	0.9
-2.0	0.0	0.9
-2.0	0.0	0.9
-1.9972	0.081	0.8916
-1.9972	-0.081	0.8916
-1.995469	-0.189	2.071411
-1.995469	0.189	2.071411
-1.99275	-0.0	1.037175
-1.99275	0.0	1.037175
-1.9896	0.144	0.8688
-1.9896	-0.144	0.8688
-1.989107	0.144	2.046413
-1.989107	-0.144	2.046413
-1.986	0.0	0.771675
-1.986	0.0	0.771675
-1.98479	-0.081	2.02945
-1.98479	0.081	2.02945
-1.9832	0.0	2.0232
-1.9832	0.0	2.0232
-1.9784	0.189	0.8352
-1.9784	-0.189	0.8352
-1.97424	-0.32816	0.9
-1.97424	-0.32816	0.9
-1.97424	0.32816	0.9
-1.972	-0.0	1.1784
-1.972	0.0	1.1784
-1.967083	-0.32697	1.037175
-1.967083	0.32697	1.037175
-1.9648	0.216	0.7944
-1.9648	-0.216	0.7944
-1.96042	-0.325863	0.771675
-1.96042	0.325863	0.771675
-1.95	-0.225	0.75
-1.95	0.225	0.75
-1.948	0.0	0.6564
-1.948	0.0	0.6564
-1.946601	-0.323566	1.1784
-1.946601	0.323566	1.1784
-1.93925	0.0	1.323225
-1.93925	0.0	1.323225
-1.9352	0.216	0.7056
